-1.000000	 -0.574696	 0.000000	 -0.574696	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 
0.000000	 -0.287348	 0.000000	 0.287348	 0.000000	 0.000000	 0.000000	 -0.351123	 0.351123	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 
0.000000	 0.766261	 0.000000	 0.766261	 0.000000	 0.000000	 0.000000	 0.936329	 0.936329	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 
1.000000	 0.000000	 0.574696	 0.000000	 0.574696	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 
0.000000	 0.000000	 -0.287348	 0.000000	 0.287348	 -0.351123	 0.351123	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 
0.000000	 0.000000	 0.766261	 0.000000	 0.766261	 0.936329	 0.936329	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 
0.000000	 0.000000	 -0.574696	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 -1.000000	 0.000000	 0.345033	 0.000000	 0.000000	 0.000000	 0.000000	 -0.759072	 0.000000	 0.000000	 0.000000	 0.468293	 0.000000	 0.000000	 
0.000000	 0.000000	 0.287348	 0.000000	 0.000000	 0.000000	 0.000000	 0.351123	 0.000000	 1.000000	 0.000000	 0.000000	 0.000000	 0.759072	 0.000000	 0.000000	 0.000000	 0.000000	 -0.345033	 0.000000	 0.000000	 0.000000	 -0.468293	 0.000000	 0.000000	 
0.000000	 0.000000	 -0.766261	 0.000000	 0.000000	 0.000000	 0.000000	 -0.936329	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.552052	 0.000000	 0.000000	 0.000000	 0.000000	 0.552052	 0.000000	 0.000000	 0.000000	 0.749269	 0.000000	 0.000000	 
0.000000	 0.574696	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 1.000000	 0.000000	 0.000000	 0.000000	 -0.345033	 0.000000	 0.759072	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 -0.468293	 0.000000	 
0.000000	 0.287348	 0.000000	 0.000000	 0.000000	 0.351123	 0.000000	 0.000000	 0.000000	 0.000000	 1.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.759072	 0.000000	 -0.345033	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 -0.468293	 0.000000	 
0.000000	 -0.766261	 0.000000	 0.000000	 0.000000	 -0.936329	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.552052	 0.000000	 0.552052	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.749269	 0.000000	 
0.000000	 0.000000	 0.000000	 0.574696	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 1.000000	 0.000000	 0.000000	 0.000000	 -0.345033	 0.000000	 0.000000	 0.759072	 0.000000	 0.000000	 0.000000	 0.000000	 -0.468293	 
0.000000	 0.000000	 0.000000	 -0.287348	 0.000000	 0.000000	 -0.351123	 0.000000	 0.000000	 0.000000	 -1.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 -0.759072	 0.000000	 0.000000	 0.345033	 0.000000	 0.000000	 0.000000	 0.000000	 0.468293	 
0.000000	 0.000000	 0.000000	 -0.766261	 0.000000	 0.000000	 -0.936329	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.552052	 0.000000	 0.000000	 0.552052	 0.000000	 0.000000	 0.000000	 0.000000	 0.749269	 
0.000000	 0.000000	 0.000000	 0.000000	 -0.574696	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 -1.000000	 0.000000	 0.345033	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 -0.759072	 0.468293	 0.000000	 0.000000	 0.000000	 
0.000000	 0.000000	 0.000000	 0.000000	 -0.287348	 0.000000	 0.000000	 0.000000	 -0.351123	 -1.000000	 0.000000	 0.000000	 0.000000	 0.000000	 -0.759072	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.345033	 0.468293	 0.000000	 0.000000	 0.000000	 
0.000000	 0.000000	 0.000000	 0.000000	 -0.766261	 0.000000	 0.000000	 0.000000	 -0.936329	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.552052	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.552052	 0.749269	 0.000000	 0.000000	 0.000000	 
