         0.000000	      88964.400000	     -22241.100000	 
         0.000000	     -88964.400000	     -22241.100000	 
         0.000000	          0.000000	          0.000000	 
         0.000000	          0.000000	          0.000000	 
         0.000000	          0.000000	          0.000000	 
         0.000000	          0.000000	          0.000000	 
         0.000000	         0.000000	         0.000000	
         0.000000	         0.000000	         0.000000	
         0.000000	         0.000000	         0.000000	
         0.000000	         0.000000	         0.000000	
