         0.000000	          0.000000	     152364.777518	 
         0.000000	          0.000000	     152364.777518	 
         0.000000	          0.000000	     205234.830640	 
         0.000000	          0.000000	     205234.830640	 
         0.000000	          0.000000	     151758.050047	 
         0.000000	          0.000000	     151758.050047	 
         0.000000	          0.000000	     104273.076527	 
         0.000000	          0.000000	     104273.076527	 
         0.000000	          0.000000	      32055.709111	 
         0.000000	          0.000000	      32055.709111	 
         0.000000	         0.000000	         0.000000	
         0.000000	         0.000000	         0.000000	
         0.000000	          0.000000	     101336.155631	 
         0.000000	          0.000000	     101336.155631	 
         0.000000	          0.000000	      57579.903469	 
         0.000000	          0.000000	      57579.903469	 
         0.000000	          0.000000	      33494.356503	 
         0.000000	          0.000000	      33494.356503	 
         0.000000	          0.000000	       7392.741673	 
         0.000000	          0.000000	       7392.741673	 
         0.000000	         0.000000	         0.000000	
         0.000000	         0.000000	         0.000000	
