         0.000000	         0.000000	         0.000000	
         0.000000	         0.000000	         0.000000	
         0.000000	         0.000000	         0.000000	
         0.000000	         0.000000	         0.000000	
      -114.880133	         94.000531	        184.427791	 
      -159.933794	        832.116136	        -67.767045	 
      1651.419952	      13013.459659	        896.370200	 
     -1117.204287	       4727.471857	       -438.880454	 
       256.110255	        107.610090	       -224.858356	 
       -10.114413	        188.195208	         60.666122	 
       625.396276	       1893.516664	        572.059853	 
       531.272523	       9586.280377	       1765.403240	 
       100.960226	        999.224389	        263.249610	 
      -169.015227	       1063.690563	        -39.593477	 
     -2369.167388	       6042.488608	       -705.492403	 
      2045.394352	      11708.040971	       2456.856013	 
       145.157029	        285.910880	       -147.377641	 
      -237.669064	       1029.163374	       -128.998117	 
     -1678.267669	       6791.013207	        917.371579	 
       400.495913	       8942.034422	      -1102.741342	 
      -217.077693	         79.326395	        -87.044685	 
      -115.061734	       1052.020944	       -247.870703	 
      2514.098751	       9353.798412	      -2288.557524	 
      2244.503881	      12823.509628	        851.609835	 
      -264.754820	        214.312489	        -67.670387	 
        91.804141	        744.149364	       -184.026359	 
      1489.176748	      11836.291844	       -551.082779	 
       902.253640	       6590.988242	      -2071.987548	 
