0	 1	 
1	 2	 
2	 3	 
3	 4	 
0	 5	 
0	 6	 
1	 6	 
1	 7	 
1	 8	 
2	 8	 
2	 9	 
2	 10	 
3	 10	 
3	 11	 
3	 12	 
4	 12	 
4	 13	 
5	 6	 
6	 7	 
7	 8	 
8	 9	 
9	 10	 
10	 11	 
11	 12	 
12	 13	 
5	 14	 
6	 14	 
6	 15	 
7	 15	 
8	 15	 
8	 16	 
9	 16	 
10	 16	 
10	 17	 
11	 17	 
12	 17	 
12	 18	 
13	 18	 
14	 15	 
15	 16	 
16	 17	 
17	 18	 
14	 19	 
14	 20	 
15	 20	 
15	 21	 
15	 22	 
16	 22	 
16	 23	 
16	 24	 
17	 24	 
17	 25	 
17	 26	 
18	 26	 
18	 27	 
19	 20	 
20	 21	 
21	 22	 
22	 23	 
23	 24	 
24	 25	 
25	 26	 
26	 27	 
19	 28	 
20	 28	 
20	 29	 
21	 29	 
22	 29	 
22	 30	 
23	 30	 
24	 30	 
24	 31	 
25	 31	 
26	 31	 
26	 32	 
27	 32	 
28	 29	 
29	 30	 
30	 31	 
31	 32	 
28	 33	 
28	 34	 
29	 34	 
29	 35	 
29	 36	 
30	 36	 
30	 37	 
30	 38	 
31	 38	 
31	 39	 
31	 40	 
32	 40	 
32	 41	 
33	 34	 
34	 35	 
35	 36	 
36	 37	 
37	 38	 
38	 39	 
39	 40	 
40	 41	 
33	 42	 
34	 42	 
34	 43	 
35	 43	 
36	 43	 
36	 44	 
37	 44	 
38	 44	 
38	 45	 
39	 45	 
40	 45	 
40	 46	 
41	 46	 
42	 43	 
43	 44	 
44	 45	 
45	 46	 
42	 47	 
42	 48	 
43	 48	 
43	 49	 
43	 50	 
44	 50	 
44	 51	 
44	 52	 
45	 52	 
45	 53	 
45	 54	 
46	 54	 
46	 55	 
47	 48	 
48	 49	 
49	 50	 
50	 51	 
51	 52	 
52	 53	 
53	 54	 
54	 55	 
47	 56	 
48	 56	 
48	 57	 
49	 57	 
50	 57	 
50	 58	 
51	 58	 
52	 58	 
52	 59	 
53	 59	 
54	 59	 
54	 60	 
55	 60	 
56	 57	 
57	 58	 
58	 59	 
59	 60	 
56	 61	 
56	 62	 
57	 62	 
57	 63	 
57	 64	 
58	 64	 
58	 65	 
58	 66	 
59	 66	 
59	 67	 
59	 68	 
60	 68	 
60	 69	 
61	 62	 
62	 63	 
63	 64	 
64	 65	 
65	 66	 
66	 67	 
67	 68	 
68	 69	 
61	 70	 
62	 70	 
62	 71	 
63	 71	 
64	 71	 
64	 72	 
65	 72	 
66	 72	 
66	 73	 
67	 73	 
68	 73	 
68	 74	 
69	 74	 
70	 71	 
71	 72	 
72	 73	 
73	 74	 
70	 75	 
71	 75	 
72	 75	 
72	 76	 
73	 76	 
74	 76	 
