0.000000	 45.720000	 
6.096000	 45.720000	 
12.192000	 45.720000	 
18.288000	 45.720000	 
24.384000	 45.720000	 
0.000000	 42.062400	 
3.048000	 42.062400	 
6.096000	 42.062400	 
9.144000	 42.062400	 
12.192000	 42.062400	 
15.240000	 42.062400	 
18.288000	 42.062400	 
21.336000	 42.062400	 
24.384000	 42.062400	 
0.000000	 38.404800	 
6.096000	 38.404800	 
12.192000	 38.404800	 
18.288000	 38.404800	 
24.384000	 38.404800	 
0.000000	 34.747200	 
3.048000	 34.747200	 
6.096000	 34.747200	 
9.144000	 34.747200	 
12.192000	 34.747200	 
15.240000	 34.747200	 
18.288000	 34.747200	 
21.336000	 34.747200	 
24.384000	 34.747200	 
0.000000	 31.089600	 
6.096000	 31.089600	 
12.192000	 31.089600	 
18.288000	 31.089600	 
24.384000	 31.089600	 
0.000000	 27.432000	 
3.048000	 27.432000	 
6.096000	 27.432000	 
9.144000	 27.432000	 
12.192000	 27.432000	 
15.240000	 27.432000	 
18.288000	 27.432000	 
21.336000	 27.432000	 
24.384000	 27.432000	 
0.000000	 23.774400	 
6.096000	 23.774400	 
12.192000	 23.774400	 
18.288000	 23.774400	 
24.384000	 23.774400	 
0.000000	 20.116800	 
3.048000	 20.116800	 
6.096000	 20.116800	 
9.144000	 20.116800	 
12.192000	 20.116800	 
15.240000	 20.116800	 
18.288000	 20.116800	 
21.336000	 20.116800	 
24.384000	 20.116800	 
0.000000	 16.459200	 
6.096000	 16.459200	 
12.192000	 16.459200	 
18.288000	 16.459200	 
24.384000	 16.459200	 
0.000000	 12.801600	 
3.048000	 12.801600	 
6.096000	 12.801600	 
9.144000	 12.801600	 
12.192000	 12.801600	 
15.240000	 12.801600	 
18.288000	 12.801600	 
21.336000	 12.801600	 
24.384000	 12.801600	 
0.000000	 9.144000	 
6.096000	 9.144000	 
12.192000	 9.144000	 
18.288000	 9.144000	 
24.384000	 9.144000	 
6.096000	 0.000000	 
18.288000	 0.000000	 
